pitcher,pitch_type,n,naive_in,inferred_in
Anthony Banda,SL,219,11.359258631237463,11.263110048470178
Anthony Banda,ST,1,22.23305350075515,23.603121671079517
Anthony Bender,ALL,938,11.812659877665983,10.464635034640084
Anthony Bender,CH,35,16.107363665200207,12.012593974107922
Anthony Bender,FC,21,12.084397892145061,10.28907715552898
Anthony Bender,FF,18,10.554324553089984,9.405501264152406
Anthony Bender,SI,423,12.420853415761037,10.746579250469457
Anthony Bender,SL,15,11.233828865684071,8.047803481841521
Anthony Bender,ST,426,11.143692839637115,10.30112915268062
Anthony Gose,ALL,73,10.056039502888959,8.976077538385647
Anthony Gose,FF,39,9.873960932432992,7.7998841148314355
Anthony Gose,SL,34,11.060742712480558,9.514258387318668
Anthony Maldonado,ALL,286,11.38047014147736,10.259278526472677
Anthony Maldonado,FC,14,12.636571653945424,12.568687119963364
Anthony Maldonado,FF,94,12.04025664144308,10.833983752102434
Anthony Maldonado,SL,178,10.806724070945101,9.876072732982713
Anthony Misiewicz,ALL,30,11.35155161837526,11.029608876002552
Anthony Misiewicz,CU,12,15.858736811997623,13.219276335882
Anthony Misiewicz,FC,16,11.35155161837526,10.61098622993567
Anthony Misiewicz,FF,2,6.590957474536136,7.2663437918277705
Anthony Molina,ALL,938,10.326400171544455,9.503282844784081
Anthony Molina,CH,210,11.28307878042764,10.855771722072284
Anthony Molina,CU,69,13.821778510370272,11.361845281482342
Anthony Molina,FC,10,5.459851895109901,5.9349602927244245
Anthony Molina,FF,460,9.820532568235715,8.649552682027585
Anthony Molina,KC,1,5.353623323755013,1.058029231409649
Anthony Molina,SL,188,10.294829777542283,10.072164838993777
Anthony Veneziano,ALL,237,10.906927453240867,10.10193796540495
Anthony Veneziano,CH,15,8.231481216120656,9.042694336776623
Anthony Veneziano,FF,111,11.348992100078057,9.956029644933013
Anthony Veneziano,SI,1,20.219633347941564,24.847074264711924
Anthony Veneziano,SL,55,11.124972127307625,11.982099934211865
Anthony Veneziano,ST,55,9.785291076618837,9.278831594811358
Antonio Senzatela,ALL,197,9.663754919717322,8.936273928360224
Antonio Senzatela,CH,25,12.967401151087786,10.255473090332716
Antonio Senzatela,CU,13,13.635730332049533,12.623737799197164
Antonio Senzatela,FF,113,8.925367424518075,8.458939409610453
Antonio Senzatela,SI,3,13.961522792784889,12.761788334380771
Antonio Senzatela,SL,43,6.877294280618951,6.487411246539809
Aroldis Chapman,ALL,1090,10.773238163163484,10.362843898451004
Aroldis Chapman,FF,363,10.139567929210312,9.97989287615866
Aroldis Chapman,FS,132,15.382071821133465,11.349606314294956
Aroldis Chapman,SI,305,9.983526902763657,10.1499122924424
Aroldis Chapman,SL,290,11.07165705695223,10.610559039067908
Austin Adams,ALL,766,11.73991085725783,11.878632104504849
Austin Adams,FF,181,10.404608218597021,10.665495929867353
Austin Adams,SI,21,13.67686991734029,12.319118617852451
Austin Adams,SL,564,12.512018166745538,12.070578375973094
Austin Davis,ALL,138,14.304528126346687,11.712949439465607
